,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
154,1203,2012-2012-united-119,United States v. Tuma,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:54XF-N301-F04D-C0Y8-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 15261,CRIMINAL NO. 11-00031,11-00031,none,U.S. Federal,"United States District Court for the Western District of Louisiana, Shreveport Division",2/7/12,united states,fed,john emerson tuma%cody montgomery tuma,individual,tom stagg,plaintiff,none,epa,louisiana,cwa,none,enforce violation,river,wastewater pollution,0,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Waste Management,tom stagg,tom,,stagg,NA,1,1388201,2265,stagg,thomas,e.,Jr.,1,19,1923,Shreveport,LA,6,23,2015,Shreveport,LA,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Richard M. Nixon,Republican,,,Qualified,LAWD0305, ,,2/18/74,Louisiana State University,B.A.,1943,Louisiana State University Law School,LL.B.,1949,,,,,,NA,,,NA,"U.S. Army captain, Infantry, 1943-1946; Private practice, Shreveport, Louisiana, 1949-1974; Vice-president, King Hardware Co., Louisiana, 1955-1974; President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974; Managing partner, Pierremont Mall Shopping Center, 1963-1974; President, Stagg Investments, Inc., 1964-1974; Managing partner, Camellia Trading Company, 1974-",,1923,Republican,Richard M. Nixon,USDC,"U. S. District Court, Western District of Louisiana",LA,2/18/74,NA,NA,0.413,0.545,NA,0.545,NA,-0.106333333,0.418,-0.051,0.418,1,1,0,1923,M,White,Qualified,Louisiana State University Law School,"U.S. Army captain, Infantry, 1943-1946<BR>Private practice, Shreveport, Louisiana, 1949-1974<BR>Vice-president, King Hardware Co., Louisiana, 1955-1974<BR>President, The Abe Meyer Corporation, Shreveport, Louisiana, 1960-1974<BR>Managing partner, Pierremont Mall Shopping Center, 1963-1974<BR>President, Stagg Investments, Inc., 1964-1974<BR>Managing partner, Camellia Trading Company, 1974-",1992,1974,5,B.A.,0,0,0,0.03,NA,,NA,3000,,NA,3000,NA,NA,NA,1992,NA,NA,"U. S. District Court, Western District of Louisiana",,NA,e,NA,NA,NA,NA,NA,1,0,
31,219,1990-0757-lotzrx-001,Lotz Realty Co. v. United States,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7BY0-0054-40T4-00000-00&context=1516831&sourcegroupingtype=G,757 F. Supp. 692,Civil Action No. 90-1427-N%90-1678-N,90-01427%90-01678,"District court lacked subject matter jurisdiction of developer's suit against United States and its employees, challenging a decision by Army Corps of Engineers as to the type of permit it must acquire under Clean Water Act to develop its land.",U.S. Federal,"United States District Court for the Eastern District of Virginia, Norfolk Division",10/18/90,lotz realty company,industry,united states%army corps of engineers,fed,tommy e. miller,defendant,none,acoe,virginia,cwa,none,challenge previous decision,land%wetland,permit issuance,16,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes%Landscapes,Landscapes%Freshwater,legal & procedural,Regulations/Policy,tommy e. miller,tommy,e.,miller,e,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
309,2399,2013-0984-precon-001,Precon Dev. Corp. v. United States Army Corps of Eng'rs,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:593Y-2891-F04F-F06J-00000-00&context=1516831&sourcegroupingtype=G,984 F. Supp. 2d 538,ACTION NO. 2:08cv447,08-00447,none,U.S. Federal,"United States District Court for the Eastern District of Virginia, Norfolk Division",7/25/13,precon development corp.,industry,acoe,fed,tommy e. miller,defendant,none,acoe,virginia,cwa,none,dispute over evidence,wetlands,evidence about northwest river,1,yes,0,none,25,"dr. lee daniels, soil, none%dr. richard whittecar, geology, old dominion university%dr. cahoon, none, none",38,yes,0,none,0,none,0,none,Landscapes,Freshwater,conservation,Flora/Fauna/Ecosystems,tommy e. miller,tommy,e.,miller,e,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
355,2784,1988-0698-con-te-001,Con-Tech Sales Defined Ben. Trust v. Cockerham,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-7KK0-003B-60MG-00000-00&context=1516831&sourcegroupingtype=G,698 F. Supp. 1249,Civil Action No. 87-5137,87-05137,A third party complaint by a waste disposal treatment company against a mill accused of generating hazardous waste failed where it did not allege misrepresentation with sufficient particularity or show why the statute of limitations should be tolled.,U.S. Federal,United States District Court for the Eastern District of Pennsylvania,10/18/88,con-tech sales defined benefit trust%synthes,industry,"m & g cockerham%national rolling mills, incorporated%hannig and rudolph",industry,van antwerpen,mixed,"third party not liable, opportunity for amended complaint from defendants; plaintiffs complaint stands",none,pennsylvania,cercla,none,damages for hazardous waste cleanup,toxic waste disposal,liability in cleanup of waste,4,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,van antwerpen,van,,antwerpen,NA,1,1389056,2437,van antwerpen,franklin,stuart, ,10,23,1941,Passaic,NJ,7,25,2016,Palmer Township,PA,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAED1402, ,,9/11/87,University of Maine,B.S.,1964,Temple University School of Law (now James E. Beasley School of Law),J.D.,1967,,,,,,NA,,,NA,"Contracts counsel, Hazeltine Corporation, New York City, 1967-1970; Chief counsel, Northampton County [Pennsylvania] Legal Aid Society, 1970-1971; Private practice, Easton, Pennsylvania, 1971-1979; Judge, Court of Common Pleas of Northampton County [Pennsylvania], 1979-1987","Nominated to U.S. Court of Appeals for the Third Circuit, September 11, 1991; no Senate vote",456,Republican,Ronald Reagan,USDC,"U. S. District Court, Eastern District of Pennsylvania",PA,11/21/03,NA,NA,0.356,0.066,0.307,0.69,0.98,0.066,0.307,-0.044,0.022,0,0,1,1941,M,White,Well Qualified,Temple University School of Law,"Contracts counsel, Hazeltine Corporation, New York City, 1967-1970<BR>Chief counsel, Northampton County [Pennsylvania] Legal Aid Society, 1970-1971<BR>Private practice, Easton, Pennsylvania, 1971-1979<BR>Judge, Court of Common Pleas of Northampton County [Pennsylvania], 1979-1987<BR><BR>Nominated to U.S. Court of Appeals for the Third Circuit, September 11, 1991; no Senate vote",2004,2004,4,B.S.,0,0,0,0.383,NA,U. S. Court of Appeals for the Third Circuit,2004,2006,,NA,3000,NA,NA,NA,2006,2006,NA,"U. S. District Court, Eastern District of Pennsylvania",,NA,s,NA,NA,NA,NA,NA,1,0,
162,1281,2013-2013-wildea-003,Wildearth Guardians v. Sec'y of Commerce,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MP1-87M1-F04D-1539-00000-00&context=1516831&sourcegroupingtype=G,2013 U.S. Dist. LEXIS 196014,Case No. 8:13-cv-523-T-33EAJ,13-00523,none,U.S. Federal,"United States District Court for the Middle District of Florida, Tampa Division",5/24/13,wildearth guardians,ngo,secretary of commerce,fed,virginia m. hernandez covington,defendant,none,none,florida,esa,caribbean electric ray,protect species,fauna,caribbean electric ray,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,virginia m. hernandez covington,virginia,m.,hernandez covington,m,1,1392221,3077,covington,virginia,maria hernandez, ,NA,NA,1955,Tampa,FL,NA,NA,NA, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLMD1002, ,,4/20/04,University of Tampa,B.S.,1976,University of Tampa,M.B.A.,1977,Georgetown University Law Center,J.D.,1980,,,NA,,,NA,"Trial attorney, Federal Trade Commission, 1980-1981; Assistant state attorney, Thirteenth Judicial Circuit, Florida, 1982-1983; Assistant U.S. attorney, Middle District of Florida, 1983-2001; Civil Division, 1983-1988; chief, Asset Forfeiture Section, Criminal Division, 1989-2001; Judge, Florida District Court of Appeal, Second District, 2001-2004",,486,Republican,George W. Bush,USDC,"U. S. District Court, Middle District of Florida",FL,4/20/04,NA,NA,0.318,0.724,0.86,0.724,0.86,-0.212,-0.456,0.131,0.243,1,1,1,1955,F,Hispanic,Well Qualified,Georgetown University Law Center,"Trial attorney, Federal Trade Commission, 1980-1981<br>Assistant state attorney, Thirteenth Judicial Circuit, Florida, 1982-1983<br>Assistant U.S. attorney, Middle District of Florida, 1983-2001; Civil Division, 1983-1988; chief, Asset Forfeiture Section, Criminal Division, 1989-2001<br>Judge, Florida District Court of Appeal, Second District, 2001-2004",NA,2004,1,B.S.,0,0,0,0.383,NA,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Middle District of Florida",,NA,m,NA,NA,NA,NA,NA,1,0,
254,1985,2020-2020-mohitx-001,Mohit v. West,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60HY-2YK1-F873-B3W9-00000-00&context=1516831&sourcegroupingtype=G,2020 U.S. Dist. LEXIS 140620,Case No.: 8:20-cv-813-T-33SPF,20-00813,none,U.S. Federal,"United States District Court for the Middle District of Florida, Tampa Division",8/6/20,benedict mohit,individual,morris west%anne huffman%horace west%jayne hall%roy tyler%deric feacher%fred reilly%richard greenwood%mark bennett,individual,virginia m. hernandez covington,defendant,none,none,florida,cwa,none,challenge regulation,property,regulations,3,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Landscapes,legal & procedural,Regulations/Policy,virginia m. hernandez covington,virginia,m.,hernandez covington,m,1,1392221,3077,covington,virginia,maria hernandez, ,NA,NA,1955,Tampa,FL,NA,NA,NA, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLMD1002, ,,4/20/04,University of Tampa,B.S.,1976,University of Tampa,M.B.A.,1977,Georgetown University Law Center,J.D.,1980,,,NA,,,NA,"Trial attorney, Federal Trade Commission, 1980-1981; Assistant state attorney, Thirteenth Judicial Circuit, Florida, 1982-1983; Assistant U.S. attorney, Middle District of Florida, 1983-2001; Civil Division, 1983-1988; chief, Asset Forfeiture Section, Criminal Division, 1989-2001; Judge, Florida District Court of Appeal, Second District, 2001-2004",,486,Republican,George W. Bush,USDC,"U. S. District Court, Middle District of Florida",FL,4/20/04,NA,NA,0.318,0.724,0.86,0.724,0.86,-0.212,-0.456,0.131,0.243,1,1,1,1955,F,Hispanic,Well Qualified,Georgetown University Law Center,"Trial attorney, Federal Trade Commission, 1980-1981<br>Assistant state attorney, Thirteenth Judicial Circuit, Florida, 1982-1983<br>Assistant U.S. attorney, Middle District of Florida, 1983-2001; Civil Division, 1983-1988; chief, Asset Forfeiture Section, Criminal Division, 1989-2001<br>Judge, Florida District Court of Appeal, Second District, 2001-2004",NA,2004,1,B.S.,0,0,0,0.383,NA,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Middle District of Florida",,NA,m,NA,NA,NA,NA,NA,1,0,
131,1007,1985-0621-jonesx-001,Jones v. Gordon,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-GRN0-0039-R2DY-00000-00&context=1516831&sourcegroupingtype=G,621 F. Supp. 7,No. J84-011 CIV,84-00011,The United States could not issue a permit to a marine organization to capture marine life from coastal waters without first performing an environmental impact statement to determine the impact the taking of marine life would have had on the habitat.,U.S. Federal,United States District Court for the District of Alaska,1/16/85,"tim jones%stan stephens%nancy & james lethcoe%wendy simpson%alaska wilderness sailing safaris%stan stephens charters%the whale center%simpson's marine charters, sierra club%greenpeace u.s.a.%greenpeace canada%southeast alaska conservation council, inc%state of alaska",individual%state%industry%ngo,"william g. gordon%john v. byrne% malcolm baldridge% united states department of commerce%sea world, inc.",fed%industry,von der heydt,plaintiff,none,nmfs%noaa,alaska,nepa%mmpa,orca,stop permit,charismatic fauna,permit allowing marine organization to take orcas,2,yes,0,none,3,none,0,yes,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,von der heydt,von,der,heydt,d,1,1389201,2466,von der heydt,james,arnold, ,7,15,1919,Miles City,MT,12,1,2013,Anchorage,AK,Male,White,U.S. District Court,U.S. District Court for the District of Alaska,Judge,Lyndon B. Johnson,Democratic,,,Qualified,AKD0102, ,,9/9/66,Albion College,B.A.,1942,Northwestern University School of Law (now Pritzker School of Law),J.D.,1951,,,,,,NA,,,NA,"Deputy U.S. marshal, District of Alaska Territory, 1945-1948; U.S. attorney for the District of Alaska Territory, 1951-1953; Private practice, Nome, Alaska Territory, 1953-1959; Territorial representative, Alaska Territory, 1957-1959; Presiding judge, Alaska Superior Court, 1959-1966",,2160,Democratic,Lyndon B. Johnson,USDC,"U. S. District Court, District of Alaska",AK,9/9/66,NA,NA,-0.575,-0.5895,NA,-0.346,NA,-0.5895,NA,-0.557,NA,0,0,0,1919,M,White,Qualified,Northwestern University School of Law,"Deputy U.S. marshal, District of Alaska Territory, 1945-1948<BR>Commissioner, U.S. District Court, District of Alaska Territory, 1951<BR>U.S. attorney for the District of Alaska Territory, 1951-1953<BR>Private practice, Nome, Alaska Territory, 1953-1959<BR>Territorial representative, Alaska Territory, 1957-1959<BR>Presiding judge, Alaska Superior Court, 1959-1966",1984,1966,2,B.A.,0,0,0,0.03,NA,,NA,3000,,NA,3000,NA,NA,NA,1984,NA,NA,"U. S. District Court, District of Alaska",,NA,a,NA,NA,NA,NA,NA,1,0,
71,511,1995-0889-northx-001,"North Carolina ex rel. Howes v. W.R. Peele, Sr. Trust",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-H2W0-001T-538X-00000-00&context=1516831&sourcegroupingtype=G,889 F. Supp. 849,No. 5:94-25-CV-BR2,94-00025,none,U.S. Federal,"United States District Court for the Eastern District of North Carolina, Western Division",7/1/95,"state of north carolina%north carolina department of environment, health and natural resources",state,"j.w. york%north carolina railroad company%w.r. peele, sr%madeline s. peele",individual%industry,w. earl britt,plaintiff,none,none,north carolina,cercla,none,determine liabilty,other-environmental,interlocutory appeal,81,no,0,none,0,none,0,no,0,none,0,none,1,none,unknown,unknown,waste & pollution,Legal,w. earl britt,w.,earl,britt,e,1,1378291,265,britt,william,earl, ,NA,NA,1932,McDonald,NC,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of North Carolina,Judge,Jimmy Carter,Democratic,,,Qualified,NCED0202, ,,4/14/80,Wake Forest College,B.S.,1956,Wake Forest College School of Law,LL.B.,1958,,,,,,NA,,,NA,"U.S. Army specialist 4, 1953-1955; Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959; Private practice, Fairmont and Lumberton, North Carolina, 1959-1980; Member, Judicial Conference of the United States, 1991-1997",,1629,Democratic,Jimmy Carter,USDC,"U. S. District Court, Eastern District of North Carolina",NC,4/14/80,NA,NA,-0.516,-0.228,-0.127,-0.521,-0.27,-0.228,-0.127,-0.056,0.003,0,0,0,1932,M,White,Qualified,Wake Forest College School of Law,"U.S. Army specialist 4, 1953-1955<BR>Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959<BR>Private practice, Fairmont and Lumberton, North Carolina, 1959-1980<BR>",1997,1980,3,B.S.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1997,NA,NA,"U. S. District Court, Eastern District of North Carolina",,NA,e,NA,NA,NA,NA,NA,1,0,
170,1329,1984-1984-united-020,United States v. Ward,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-DWC0-0054-52SH-00000-00&context=1516831&sourcegroupingtype=G,1984 U.S. Dist. LEXIS 16774,No. 83-63-CIV-5,83-00063,The third-party action of the corporation and its chairman against the alleged joint-venturers for contribution and indemnity under CERCLA was permissible but the scope of liability was determined by federal common law.,U.S. Federal,"United States District Court for the Eastern District of North Carolina, Raleigh Division",5/11/84,united states%north carolina,state%fed,"robert earl ward, jr%ward transformer co. inc",individual%industry,w. earl britt,plaintiff,none,none,north carolina,cercla,none,stop intervenor,hazardous waste,cercla clean up funds,12,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,w. earl britt,w.,earl,britt,e,1,1378291,265,britt,william,earl, ,NA,NA,1932,McDonald,NC,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of North Carolina,Judge,Jimmy Carter,Democratic,,,Qualified,NCED0202, ,,4/14/80,Wake Forest College,B.S.,1956,Wake Forest College School of Law,LL.B.,1958,,,,,,NA,,,NA,"U.S. Army specialist 4, 1953-1955; Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959; Private practice, Fairmont and Lumberton, North Carolina, 1959-1980; Member, Judicial Conference of the United States, 1991-1997",,1629,Democratic,Jimmy Carter,USDC,"U. S. District Court, Eastern District of North Carolina",NC,4/14/80,NA,NA,-0.516,-0.228,-0.127,-0.521,-0.27,-0.228,-0.127,-0.056,0.003,0,0,0,1932,M,White,Qualified,Wake Forest College School of Law,"U.S. Army specialist 4, 1953-1955<BR>Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959<BR>Private practice, Fairmont and Lumberton, North Carolina, 1959-1980<BR>",1997,1980,3,B.S.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1997,NA,NA,"U. S. District Court, Eastern District of North Carolina",,NA,e,NA,NA,NA,NA,NA,1,0,
186,1448,1995-0882-northx-001,North Carolina v. City of Virginia Beach,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-RR40-001T-555V-00000-00&context=1516831&sourcegroupingtype=G,882 F. Supp. 77,No. 90-715-CIV-5-BR,90-00715,"A city's authority under state law to condemn a portion of a potable water pipeline project was preempted by the Federal Power Act (FPA) because the FPA authorized condemnation only of an entire project, rather than ""piecemeal"" takings.",U.S. Federal,"United States District Court for the Eastern District of North Carolina, Western Division",3/28/95,state of north carolina,state,city of virginia beach,local,w. earl britt,plaintiff,none,ferc,north carolina%virginia,fpa,none,stop construction,lake,pipeline,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,energy & mineral resources,Fossil Fuel Extraction,w. earl britt,w.,earl,britt,e,1,1378291,265,britt,william,earl, ,NA,NA,1932,McDonald,NC,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of North Carolina,Judge,Jimmy Carter,Democratic,,,Qualified,NCED0202, ,,4/14/80,Wake Forest College,B.S.,1956,Wake Forest College School of Law,LL.B.,1958,,,,,,NA,,,NA,"U.S. Army specialist 4, 1953-1955; Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959; Private practice, Fairmont and Lumberton, North Carolina, 1959-1980; Member, Judicial Conference of the United States, 1991-1997",,1629,Democratic,Jimmy Carter,USDC,"U. S. District Court, Eastern District of North Carolina",NC,4/14/80,NA,NA,-0.516,-0.228,-0.127,-0.521,-0.27,-0.228,-0.127,-0.056,0.003,0,0,0,1932,M,White,Qualified,Wake Forest College School of Law,"U.S. Army specialist 4, 1953-1955<BR>Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959<BR>Private practice, Fairmont and Lumberton, North Carolina, 1959-1980<BR>",1997,1980,3,B.S.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1997,NA,NA,"U. S. District Court, Eastern District of North Carolina",,NA,e,NA,NA,NA,NA,NA,1,0,
418,3276,1998-1998-americ-001,American Canoe Ass'n v. City of Wilson Wastewater Treatment Plant,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3STM-YBW0-0038-Y08S-00000-00&context=1516831&sourcegroupingtype=G,1998 U.S. Dist. LEXIS 7766,Consolidated Cases 5:96-CV-838-BR(2)%5:97-CV-471-BR(2)%5:97-CV-665-BR(2),96-00838%97-00471%97-00665,"In an action alleging that a wastewater treatment plant violated the Clean Water Act, a preliminary injunction was issued because the discharge of pollutants into a creek was irreparable and it was in the public's interest to grant the injunction.",U.S. Federal,"United States District Court for the Eastern District of North Carolina, Western Division",3/31/98,american canoe association,ngo,city of wilson wastewater treatment plant%city of wilson,local,w. earl britt,plaintiff,none,none,north carolina,cwa%cwa,none,stop discharge,river,wastewater discharge from treatment plant,0,no,0,none,2,"dr. stephen b. ellingson, none, none%dr. bruce a. bell, none, none",8,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Waste Management,w. earl britt,w.,earl,britt,e,1,1378291,265,britt,william,earl, ,NA,NA,1932,McDonald,NC,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of North Carolina,Judge,Jimmy Carter,Democratic,,,Qualified,NCED0202, ,,4/14/80,Wake Forest College,B.S.,1956,Wake Forest College School of Law,LL.B.,1958,,,,,,NA,,,NA,"U.S. Army specialist 4, 1953-1955; Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959; Private practice, Fairmont and Lumberton, North Carolina, 1959-1980; Member, Judicial Conference of the United States, 1991-1997",,1629,Democratic,Jimmy Carter,USDC,"U. S. District Court, Eastern District of North Carolina",NC,4/14/80,NA,NA,-0.516,-0.228,-0.127,-0.521,-0.27,-0.228,-0.127,-0.056,0.003,0,0,0,1932,M,White,Qualified,Wake Forest College School of Law,"U.S. Army specialist 4, 1953-1955<BR>Law clerk, Hon. Emery B. Denny, Supreme Court of North Carolina, 1958-1959<BR>Private practice, Fairmont and Lumberton, North Carolina, 1959-1980<BR>",1997,1980,3,B.S.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1997,NA,NA,"U. S. District Court, Eastern District of North Carolina",,NA,e,NA,NA,NA,NA,NA,1,0,
148,1145,2009-2009-benefi-001,Benefield v. Int'l Paper Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4X36-T170-TXFP-82Y4-00000-00&context=1516831&sourcegroupingtype=G,2009 U.S. Dist. LEXIS 75206,CIVIL ACTION NO. 2:09cv232-WHA (WO),09-00232,none,U.S. Federal,"United States District Court for the Middle District of Alabama, Northern Division",8/21/09,james k. benefield%carolyn sue scott,individual,international paper company,industry,w. harold albritton,mixed,none,none,alabama,caa%cwa%cercla%rcra%sdwa%cercla,none,seek damages%stop pollution,air%hazardous substances%waterbodies,pollution from defendant facility,0,yes,0,none,1,none,3,no,0,none,0,none,1,statues are listed in an odd way within this case and many do not come up when searched based on our current parameters,Landscapes%Atmosphere%Anthropogenic,Freshwater%Atmosphere%Hazardous Substance,waste & pollution,Production,w. harold albritton,w.,harold,albritton,h,1,1377071,20,albritton,william,harold,III,NA,NA,1936,Andalusia,AL,NA,NA,NA, , ,Male,White,U.S. District Court,U.S. District Court for the Middle District of Alabama,Judge,George H.W. Bush,Republican,,,Well Qualified,ALMD0303, ,,3/11/91,University of Alabama,B.A.,1959,University of Alabama School of Law,LL.B.,1960,,,,,,NA,,,NA,"U.S. Army captain, JAG Corps, 1960-1962; U.S. Army Reserve, 1962-1968; Private practice, Andalusia, Alabama, 1962-1991",,1105,Republican,George H.W. Bush,USDC,"U. S. District Court, Middle District of Alabama",AL,3/11/91,2457750941,0.987,0.987,0.578,0.77,0.578,0.77,-0.039,0.011,0.001,0.203,1,1,0,1936,M,White,Well Qualified,University of Alabama School of Law,"U.S. Army captain, JAG Corps, 1960-1962<BR>U.S. Army Reserve, 1962-1968<BR>Private practice, Andalusia, Alabama, 1962-1991",2004,1991,3,B.A.,0,0,1,-0.318,0.767749061,,NA,3000,,NA,3000,NA,NA,NA,2004,NA,NA,"U. S. District Court, Middle District of Alabama",,NA,h,NA,NA,NA,NA,NA,1,0,
